TIO2(WT%),AL2O3(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),SC(PPM),V(PPM),CR(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),PB(PPM),TH(PPM),U(PPM),Thickness
0.6,15.84,10.448198,10.25,4.93,0.2,0.56,1.69,0.09,38.0,320.0,43.0,32.0,24.0,160.0,90.0,7.0,215.0,17.0,29.0,,,110.0,,,,,,,,,,,,,,,,,,,,1
0.76,16.42,4.5826660000000015,4.94,2.38,0.09,2.84,3.24,0.17,,,,16.0,8.0,4.0,131.0,93.0,258.0,,46.0,,,,,,,,,,,,,,,,,,,,,,,0
0.37,16.59,2.276494,3.85,1.17,0.041,1.84,4.63,0.12,5.03,52.5,7.6,5.8,4.6,,,31.1,535.0,4.0,51.3,3.4,,803.0,8.5,15.3,,8.6,1.54,0.59,1.18,,0.82,,0.51,,0.27,,,,,1.87,,0
0.74,17.55,6.02866,6.07,2.97,0.11,2.14,4.47,0.38,10.8,136.0,24.0,19.0,19.0,,,54.0,910.0,14.0,154.0,9.2,,1210.0,32.0,60.0,,28.0,5.0,1.4,3.8,,2.5,,1.2,,1.2,,,,,5.65,,0
0.58,16.55,6.460564,6.4,3.5,0.1,0.93,3.96,0.14,15.0,159.0,92.0,21.0,27.0,,,17.0,410.0,11.75,83.0,2.4,,396.0,7.4,16.0,,10.0,2.5,0.77,2.4,,2.1,,1.1,,0.97,,,,,1.05,,0
0.9,16.74,6.8,6.84,4.37,0.11,1.73,3.88,0.24,18.2,173.3,100.0,,45.7,55.8,87.9,47.1,596.1,17.3,144.1,7.2,,755.8,21.4,37.6,,22.1,,,,,,,,,,,,,10.5,4.4,2.5,0
0.94,18.05,7.096274,7.93,3.59,0.16,0.91,3.36,0.25,,,,,,,,11.0,343.0,38.0,171.0,,,,,26.9,,22.0,6.8,1.85,,1.12,,,,,3.62,0.62,3.27,0.39,,0.81,,1
0.72,17.3,5.362808,5.53,2.99,,1.76,4.43,0.2,8.3,110.9,42.8,20.4,20.2,43.7,71.5,45.3,639.5,8.6,108.0,5.8,,745.3,17.3,31.9,,12.3,0.0,,,,,,,,0.0,,0.0,0.0,,5.4,3.9,0
0.82,19.6,9.060986,11.05,4.23,0.18,0.43,2.56,0.09,,227.0,12.0,,15.0,,81.0,6.5,299.0,20.1,50.4,0.73,,139.0,2.85,7.63,1.3,6.57,2.14,0.81,2.86,0.547,3.29,0.727,2.11,0.326,2.07,0.331,1.42,0.061,2.03,0.266,0.15,1
1.18,16.29,6.1494,5.69,3.1,0.09,2.95,4.02,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1.45,14.17,11.670406,11.4,6.85,0.2,0.02,2.67,0.1,54.0,380.7,170.6,,69.0,,,0.0,86.3,38.5,89.7,1.8,,9.0,,,,,,,,,,,,,,,2.58,,,0.16,,1
0.588788975,16.94980074,2.892082632,3.0568215160000003,1.255879764,0.044743894000000006,4.117455195,3.508328087,0.193212271,5.222502,,15.9292,6.06299486,6.246522,,,219.6518454,286.0,14.0,209.4827785,15.25360038,12.3758506,460.65873139999985,42.99279702,94.801496,,32.67554727,7.00588972,1.1378,,0.6804044,,,,,1.206068,0.13539820000000002,5.01496728,1.445006,,21.67509,8.670036,0
0.6,15.5,3.1493,3.7,1.5,0.1,3.0,4.3,0.2,5.8,76.0,,,,,,74.0,600.0,8.4,140.0,9.2,2.0,760.0,33.0,66.0,7.5,28.0,4.6,1.1,3.3,0.34,1.8,0.29,0.74,0.1,0.65,0.09,4.8,0.53,18.0,6.7,1.3,0
0.69,16.7,4.373028,4.44,1.9,0.06,2.03,4.58,0.22,7.2,105.0,18.0,13.0,18.0,,,52.0,608.0,11.4,165.0,5.8,,840.0,19.8,40.0,,20.0,4.05,1.01,3.1,,2.1,,1.0,,0.84,,,,,5.7,,0
0.15,7.92,9.7,7.18,20.89,0.21,0.14,0.85,0.01,44.0,191.0,2027.0,,501.0,,,2.0,46.0,5.0,5.0,0.0,,34.0,,,,0.9,0.28,,0.59,,0.77,,0.46,,0.66,,,,,,,1
0.833,16.3,3.941124,3.7,1.54,0.059,2.94,4.5,0.274,,86.0,30.0,9.0,18.0,7.0,28.6,107.4,691.0,12.6,183.0,13.88,0.715,986.0,49.32,95.95,9.51,34.81,5.17,1.37,3.63,0.46,2.6,0.48,1.163,0.171,1.046,0.172,4.47,1.18,9.88,14.95,2.88,0
1.57,14.37,11.74,8.21,3.78,0.21,0.4,2.97,0.18,,337.0,176.0,33.0,933.0,108.0,106.0,8.0,194.0,,,,,27.0,,,,,,,,,,,,,,,,,,,,1
0.6,16.69,8.801744,11.76,8.08,0.16,0.25,1.57,0.19,,,,,107.0,,,4.0,154.0,19.0,39.0,2.0,,,,,,,,,,,,,,,,,,,,,,1
1.15,14.7,13.46,10.23,5.19,0.2,0.47,3.33,0.12,,,10.0,,29.0,,92.0,4.0,181.0,23.0,50.0,0.0,,27.0,4.0,11.0,,9.0,,,,,,,,,,,,,4.0,0.0,,1
1.22,17.36,7.792267999999999,7.41,3.32,0.13,3.64,3.14,0.5,19.0,226.0,26.0,25.0,9.0,21.0,92.0,111.0,529.0,36.0,255.0,43.0,,543.0,45.0,89.0,,32.0,,,,,,,,,,,,,13.0,0.0,0.0,0
0.59,16.03,4.2380580000000005,4.15,2.16,0.07,2.45,3.96,0.17,8.1,98.0,40.0,13.5,15.5,,,79.0,558.0,9.4,70.0,7.0,,965.0,26.0,44.0,,22.5,,0.98,,,1.92,,0.9,,0.74,,,,,8.4,,0
0.8757,16.7019,7.88611714,10.3669,6.7205,0.1211,2.239,2.4854,0.5045,,268.49789100000004,599.3643756,,91.26418763,,,63.32993272,863.1332932,34.25691931,156.09529009999997,4.894007455,1.194966556,592.0856395,38.99473604,73.82381543,8.933424185,39.15589675,8.453215116,2.7147457489999995,8.761950371000001,1.245283244,6.430098411,1.208551801,3.080527315,0.761566257,2.580080765,0.38439272,3.101845664,0.287777665,3.894381171,5.120645409,1.996425194,1
1.94,16.11,7.675294,6.36,4.07,0.12,3.22,3.68,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.7,18.38,7.684292,6.82,3.55,0.19,4.19,3.31,0.59,16.2,229.0,17.0,21.8,,,,72.0,1446.0,27.0,99.0,5.0,1.4,830.0,16.2,32.0,,20.0,4.78,1.5,,0.63,,,,,2.1,0.35,2.35,0.22,23.0,2.53,1.0,1
0.79,17.5,5.470784,5.48,2.73,0.09,2.32,4.28,0.24,11.4,148.0,26.0,19.0,28.0,,,50.0,810.0,11.8,162.0,5.7,,1035.0,29.0,56.0,,25.0,4.4,1.2,3.3,,2.2,,1.3,,0.98,,,,,3.5,,0
0.73,16.02,5.81,4.91,2.69,0.09,2.84,4.01,0.22,10.0,129.0,,,31.0,,,111.0,583.0,17.0,183.0,11.8,5.22,827.0,29.8,64.4,,26.2,5.07,1.06,,0.46,,,,,1.52,0.24,4.73,0.94,,16.1,6.39,0
0.21,11.05,8.65,6.45,13.86,0.18,0.66,2.08,0.03,,148.0,1040.0,,306.0,,,9.25,106.0,5.9,32.2,0.41,0.31,18.2,1.32,3.23,0.42,2.01,0.57,0.21,0.67,0.13,0.83,0.18,0.56,0.09,0.64,0.09,0.81,0.04,1.1,0.15,0.11,1
0.8374759190000001,14.58382076,10.47750242,9.867132896000001,5.474812536,0.203182505,0.71346438,1.88961968,0.206128668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.63,16.1,6.16363,6.33,4.67,0.09,0.93,3.84,0.14,18.5,165.0,245.0,24.0,71.0,,,17.0,444.0,11.2,85.0,3.1,,456.0,9.5,17.6,,11.7,2.7,0.8,2.6,,2.0,,1.0,,0.94,,,,,1.3,,0
0.59,17.2,5.30882,5.2,2.54,0.1,1.48,4.5,0.21,10.0,114.0,50.0,16.0,19.0,,,29.0,605.0,11.7,114.0,4.9,,630.0,16.5,32.0,,16.0,3.15,0.96,3.1,,2.1,,1.1,,0.99,,,,,3.0,,0
0.64,16.54,4.718538,4.68,4.78,0.07,3.65,2.95,0.25,,94.0,238.0,,65.0,17.0,78.0,116.0,372.0,,160.0,13.0,,823.0,59.7,123.6,14.2,50.4,9.1,0.9,5.7,,4.3,,1.8,,1.1,,,,53.0,,,0
0.64,16.2,4.227616,4.52,2.29,0.07,2.87,4.13,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.58,16.6,4.81393,5.06,2.76,0.08,1.98,4.0,0.16,10.5,110.0,53.0,17.0,23.0,,,52.0,540.0,9.9,72.0,6.0,,810.0,18.0,35.0,,17.5,,0.88,,,1.9,,1.0,,0.82,,,,,6.0,,0
0.44,14.81,6.562908,10.17,12.15,0.11,0.84,1.77,0.01,,262.0,879.0,39.0,204.0,,80.0,,36.0,8.0,16.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,1
0.77,17.27,5.146856,5.15,2.45,0.09,2.47,4.03,0.22,,108.0,14.0,26.0,8.0,36.0,75.0,74.0,648.0,15.0,127.0,7.0,,765.0,,,,,,,,,,,,,,,,,,,,0
1.16,19.24,7.639302000000002,10.46,2.76,0.1,2.2,3.27,0.85,,277.0,56.4,,,,,33.5,808.0,28.5,126.0,25.3,0.25,1054.0,49.4,85.1,9.46,39.2,7.44,2.21,6.12,0.9,4.91,1.0,2.72,0.4,2.45,0.38,2.97,1.39,6.54,6.43,1.04,1
0.88,16.4,6.7125080000000015,6.95,4.85,0.12,1.72,3.78,0.25,17.0,180.0,175.0,25.0,63.0,,,46.0,587.0,17.0,138.0,6.0,,750.0,18.4,38.0,,20.5,4.0,1.11,,,3.0,,1.6,,1.43,,,,,5.6,,0
1.27,14.24,11.69966,8.6,3.87,0.18,0.28,3.02,0.2,,,,,13.0,,,5.0,142.0,32.0,79.0,2.0,,,,,,,,,,,,,,,,,,,,,,1
1.01,18.2,7.06343,6.96,3.72,0.11,1.26,4.36,0.28,14.0,200.0,24.0,23.5,31.0,,,22.0,783.0,14.2,125.0,5.3,,600.0,15.4,32.0,,19.0,4.05,1.2,3.35,,2.6,,1.3,,1.17,,,,,2.4,,0
1.12,16.95,7.81,11.56,7.07,,0.22,2.7,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.68,15.62,10.455676,8.51,4.24,0.18,0.54,2.11,0.11,41.0,300.0,13.0,,16.0,157.0,130.0,7.48,218.0,14.25,33.0,0.313,0.31,137.0,2.18,5.32,0.91,4.62,1.59,0.68,2.0,0.36,2.58,0.57,1.93,0.29,1.8,0.31,1.03,0.0278,3.25,0.21,0.19,1
1.3,17.02,8.41,11.08,6.86,,0.28,3.17,0.16,,,,,,,,3.25,205.0,,,,,43.3,5.16,13.9,,10.5,3.29,1.25,4.15,,4.78,,3.0,,2.91,,,,0.83,,,1
0.244093379,14.90815942,1.871415626,4.008878165,0.711018445,0.071357691,3.150998905,3.615299885,0.06591142700000001,,32.38097022,90.36601905,3.974602523,328.1513003,16.05660209,29.73750637,115.2793582,260.488652,12.81794935,119.3429685,7.954715023999999,4.770027815,848.2195975,36.53672838,60.06598020000001,6.287915591,18.96301318,3.068834557,0.741040224,2.628307741,0.320128271,1.889973157,0.364493475,1.091942374,0.191681591,1.413125166,0.244768143,3.250151607,0.839952687,19.41924202,12.54548233,3.32798687,0
1.45,12.8,13.87,8.33,5.44,0.24,0.3,2.55,0.11,,,10.0,,25.0,,105.0,0.0,152.0,30.0,47.0,0.0,,57.0,6.0,11.0,,10.0,,,,,,,,,,,,,3.0,0.0,,1
1.03,14.16,10.82,6.74,2.36,0.18,0.31,1.63,0.1,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,1
0.45,16.05,2.951344,2.66,0.97,0.02,4.05,3.37,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1.15,15.5,9.168962,11.17,6.09,0.16,0.58,2.79,0.11,,,152.0,,68.0,,68.0,4.0,246.0,27.0,77.0,1.0,,75.0,11.0,14.0,,11.0,,,,,,,,,,,,,0.0,0.0,,1
0.5561901,16.49940995,5.5685596,5.8348248,2.1691867,0.12802045,2.4057246,3.4168074,0.2399263,13.12457449,109.138,32.0125,,7.0920000000000005,12.5095,83.6265,59.45726793,796.1946360000002,16.71554368,104.8897185,5.377982089,1.267951288,1413.069653,17.33872889,30.61419727,3.994503191,16.19692058,3.442732715,1.134188718,3.282787447,0.505444101,3.11264448,0.630051303,1.742831294,0.262813368,1.672532255,0.267804763,2.837007123,0.412638476,7.644447166,4.162545125,1.960105228,0
1.11,17.16,5.8487,6.27,1.74,0.09,2.55,3.35,0.27,13.3,175.0,2.0,28.9,18.0,20.0,93.0,87.3,436.0,29.8,201.0,11.14,,614.0,28.55,63.49,7.26,29.87,6.42,1.29,5.29,0.81,4.87,0.95,2.67,0.38,2.48,0.38,5.38,0.78,14.21,9.2,2.24,0
0.6,15.25,5.5517660000000015,5.92,3.68,0.1,1.59,3.88,0.18,16.0,143.0,106.0,20.0,35.0,,,32.0,550.0,12.0,100.0,3.9,,650.0,15.0,28.0,,16.0,3.25,0.96,2.85,,2.1,,1.15,,0.96,,,,,3.5,,0
0.66,17.25,4.912908,4.89,2.14,0.1,2.33,4.09,0.25,8.3,104.0,17.0,19.0,16.0,,,48.0,774.0,12.8,182.0,6.5,,1112.0,33.0,63.0,,27.0,4.6,1.2,3.3,,2.4,,1.3,,1.1,,,,,3.4,,0
0.95,16.34,8.05,11.34,10.08,0.12,0.31,2.02,0.1,,109.0,429.0,31.0,220.0,52.0,,4.9,137.0,25.0,66.0,,,42.0,,,,,,,,,,,,,,,,,,,,1
0.61,16.7,5.011886,5.14,2.76,0.08,1.83,4.12,0.17,11.3,120.0,44.0,17.5,22.5,,,46.0,540.0,9.9,75.0,5.4,,765.0,15.7,29.5,,15.5,,0.86,,,1.88,,0.95,,0.83,,,,,,,0
1.81,16.22,8.629082,11.54,5.97,0.15,1.48,3.48,0.68,23.0,,95.0,,38.0,,,12.0,507.0,24.0,191.0,31.0,,262.0,38.0,,,30.0,,,,,,,,,,,,,4.0,,,1
0.58,16.15,4.292046,4.07,2.04,0.09,2.53,3.8,0.22,7.8,85.0,25.0,21.0,20.0,,,53.0,640.0,11.7,63.0,6.9,,1045.0,32.0,60.0,,23.0,4.35,1.1,3.1,,2.15,,1.3,,1.0,,,,,4.0,,0
0.57,15.41,3.37425,3.63,1.53,0.06,3.26,3.86,0.14,9.15,,,,14.94,,,123.0,464.0,15.78,104.0,14.5,4.01,702.0,38.1,73.6,8.49,29.7,5.1,1.11,4.04,0.48,2.82,0.53,1.45,0.2,1.27,0.15,3.06,0.99,16.9,13.0,3.7,0
0.83,16.28,6.92846,6.24,3.88,0.1,1.8,4.36,0.23,17.0,163.0,157.0,,45.0,,,54.0,605.0,14.0,145.0,7.0,,681.0,28.0,38.0,,,,,,,,,,,,,,,,6.0,,0
0.04,14.04,0.88,0.8,0.61,0.11,3.66,3.23,0.05,5.0,,13.0,3.0,3.0,,,320.0,63.0,24.0,40.0,40.0,25.2,131.0,9.7,24.0,,10.9,4.53,0.09,,0.8059999999999999,,,,,1.08,0.103,3.0,3.79,36.0,10.3,13.2,0
0.57,13.79,7.55832,5.74,1.45,0.18,1.11,3.01,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.87,16.71,6.154632,6.13,3.94,0.1,2.07,4.03,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.87,16.52,7.0904240000000005,8.0,4.85,0.13,1.39,3.54,0.21,23.0,207.0,116.0,26.0,38.0,,,37.0,523.0,18.0,122.0,4.8,,644.0,15.2,31.0,,17.1,3.85,1.07,3.45,,3.1,,1.7,,1.64,,,,10.35810088,4.6,1.470427023,0
0.72,15.9,5.560764,5.55,3.89,0.09,1.53,4.26,0.2,12.3,145.0,162.0,21.0,72.0,,,33.0,625.0,10.4,110.0,4.4,,650.0,14.3,29.0,,16.5,3.35,0.99,3.2,,2.0,,0.9,,0.82,,,,,3.85,,0
1.14,14.7,10.67,12.01,6.91,0.17,0.09,2.28,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.64,16.7,2.762386,3.53,1.02,0.08,4.26,4.22,0.25,4.51,,,,,,,131.0,559.0,25.26,314.0,31.7,7.32,888.0,68.1,121.7,12.17,43.0,6.58,1.5,5.85,0.73,4.29,0.85,2.4,0.39,2.45,0.36,8.39,2.51,19.6,15.9,6.4,0
0.88,14.2,7.281244,5.57,2.97,0.22,0.13,3.35,0.08,29.3,160.0,3.0,16.1,3.0,9.0,110.0,,150.0,30.0,,,,23.0,2.0,6.14,,,2.69,0.87,3.8,0.73,5.02,,,,3.49,0.59,1.94,,8.0,,50.0,1
0.75,15.47,6.3255940000000015,4.56,1.52,0.2,1.88,4.38,0.3,,51.0,5.0,10.0,2.0,13.0,102.0,33.0,318.0,44.0,135.0,2.5,,449.0,,,,,,,,,,,,,,,,,,,,1
1.39,16.59,10.89882,9.79,5.14,0.21,0.58,2.77,0.25,41.0,413.0,74.0,,28.0,183.0,158.0,10.0,362.0,375.0,96.0,0.0,,126.0,61.0,109.0,,,,,,,,,,,,,,,0.0,,,1
0.42,15.34,6.402486,7.53,7.2,0.12,1.06,2.82,0.07,,193.0,115.0,,70.0,,,4.0,123.0,13.0,44.0,,,7.0,,,,,,,,,,,,,,,,,,,,1
0.57,10.13,9.13297,9.92,13.77,0.17,1.83,2.17,0.25,33.0,227.0,673.0,,221.0,112.0,71.0,40.0,756.0,13.0,46.0,2.08,0.27,351.0,6.92,14.71,2.06,9.56,2.36,0.76,2.49,0.37,2.29,0.46,1.25,0.19,1.23,0.19,1.26,0.13,4.67,0.64,0.31,1
2.8,4.39,22.84,10.13,9.92,0.45,1.02,0.64,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.71,16.2,8.61,11.93,6.29,0.16,0.31,1.85,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.68,15.5,3.28427,3.47,1.16,0.05,4.27,3.13,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.76,15.5,4.391024,3.3,2.44,0.08,3.26,4.8,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1.06,14.57,10.45,11.9,7.84,0.19,0.05,2.15,0.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.19,10.84,7.988598,6.99,15.24,0.15,0.67,0.84,0.05,,158.0,915.0,,356.0,,,11.0,72.0,6.0,35.0,,,18.0,,,,,,,,,,,,,,,,,,,,1
0.7,13.4,10.25,9.5,11.8,0.3,1.8,0.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1.39,15.73,11.507616,12.03,5.74,0.16,0.27,2.64,0.11,,285.0,297.0,,78.0,,115.0,6.0,133.0,26.0,77.0,4.0,,12.0,,10.0,,,,,,,,,,,,,,,,,,1
1.01,16.9,7.954789999999999,7.68,8.88,0.15,0.57,3.05,0.21,,230.0,398.0,,156.0,,,8.0,564.0,23.0,94.0,5.0,,814.0,17.23,31.64,,18.05,4.4,1.21,,0.59,,,,0.29,1.56,0.28,2.5,0.22,,2.99,,0
0.867,16.9,5.461786,5.97,2.96,0.091,2.18,3.55,0.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,0
0.718800733,14.90555134,4.57,4.546364303,3.696689487,0.082551345,3.3856118580000003,3.35,0.180203545,17.4136025,,152.99658,19.0,35.0,,,156.0,275.0,17.0,145.0,14.0,1.0,333.0,28.04,62.4780325,,23.3,5.26,1.043825,,0.654,,,,,1.7187,0.222,4.4508225,1.828575,,12.00775,8.01,0
0.9,16.9,6.379582,6.35,2.4,0.14,1.95,3.09,0.26,19.0,113.0,4.0,12.0,,30.0,,26.0,272.0,68.0,150.0,,,165.0,,,,,,,,,,,,,,,,,4.0,1.0,0.56,1
0.826,15.8,7.135414,8.4,7.68,0.13,1.05,3.17,0.184,,237.0,156.0,20.0,47.0,69.0,61.0,122.0,871.0,23.0,168.0,9.0,1.3,890.0,27.0,56.0,6.7,27.0,5.5,1.46,4.56,0.66,3.8,0.78,2.07,0.28,2.0,0.34,4.22,0.69,14.0,8.5,2.5,0
0.75,17.2,5.146856,5.03,2.49,0.08,2.4,4.23,0.22,10.1,134.0,25.0,20.0,26.0,,,53.0,788.0,11.0,157.0,5.3,,1040.0,29.0,56.0,,26.0,4.4,1.17,3.4,,2.1,,1.3,,0.91,,,,,3.65,,0
2.18,14.52,12.84,7.68,3.69,0.25,0.2,3.22,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.94,17.96,5.7947120000000005,5.03,2.42,0.09,2.81,3.58,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.36,15.3,2.0,2.2,1.09,0.04,5.0,2.7,0.12,5.5,37.4,11.8,,0.0,14.4,75.3,258.9,202.8,14.0,124.7,12.2,28.3,406.2,39.4,57.7,6.5,22.8,4.5,0.7,3.3,0.51,2.9,0.5,1.3,0.19,1.0,0.18,3.9,2.4,55.2,20.2,11.3,0
0.71,15.63,5.5517660000000015,5.85,4.09,0.09,2.04,3.91,0.21,12.5,150.0,182.0,24.4,36.0,40.0,85.0,38.49,452.0,13.3,140.0,6.55,,612.0,17.78,38.04,4.57,18.43,3.72,0.95,3.05,0.47,2.59,0.53,1.46,0.21,1.37,0.21,3.75,0.4,9.59,4.04,0.8,0
1.91,15.34,10.26,7.73,3.93,0.21,0.3,3.21,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.86,17.57,6.334592,6.83,3.75,0.09,1.94,4.28,0.22,,130.0,45.0,33.0,26.0,74.0,77.0,49.0,662.0,17.0,131.0,8.0,,668.0,,,,,,,,,,,,,,,,,,,,0
0.48,17.66,5.46,6.63,2.6,0.12,1.03,3.95,0.21,13.0,106.0,16.0,,10.0,25.0,72.0,16.2,745.0,14.5,82.0,2.95,0.63,498.0,13.6,25.2,3.06,13.1,2.95,0.9,2.57,0.41,2.55,0.53,1.44,0.21,1.38,0.22,2.29,0.18,6.17,3.35,1.09,0
1.12,19.85,9.449942,10.28,3.43,0.17,0.76,2.94,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.99,18.43,6.442568,6.42,2.84,0.1,1.97,4.07,0.27,14.0,168.0,38.0,19.0,24.0,,,54.5,610.0,17.2,154.0,7.2,,765.0,21.0,40.5,,23.0,,1.24,,,3.2,,1.55,,1.53,,,,,7.2,,0
1.9,11.1,6.71,7.11,4.56,0.09,8.02,1.87,2.46,13.0,103.0,65.0,19.0,57.0,,,152.0,4562.0,36.0,746.0,192.0,,12389.0,225.5,425.7,51.8,199.2,30.2,9.35,20.4,2.1,9.56,1.26,2.48,0.36,2.37,0.34,,,,42.0,,0
1.43,16.9,7.261386,6.88,4.12,0.1,2.47,4.14,0.52,,190.0,97.0,,51.0,,,37.0,938.0,15.0,223.0,8.0,,1130.0,40.65,92.2,10.82,42.03,7.34,2.03,5.06,0.64,2.91,0.48,1.3,0.16,0.93,0.14,,,11.0,3.19,0.63,0
0.23,15.49,1.655632,0.91,0.48,0.08,4.97,2.06,0.2,,29.7,22.5,41.3,10.9,,,685.0,58.9,11.8,58.5,28.3,306.0,172.0,13.44,25.0,2.86,10.47,2.51,0.5,1.94,0.33,2.09,0.42,1.03,,1.19,,2.09,12.8,29.8,5.74,19.6,0
1.04,14.72,9.83964,12.53,8.34,0.18,0.01,2.15,0.06,,301.0,313.0,48.0,97.0,114.0,77.0,0.0,72.0,20.0,53.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,1
0.94,17.8,7.639302000000002,7.98,5.01,0.14,1.56,3.99,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.57,13.81,7.576316,5.68,1.41,0.18,1.13,3.01,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1.19,15.22,9.141968,12.59,7.45,0.29,0.04,2.4,0.14,30.0,290.0,233.0,33.0,72.0,,86.0,0.0,146.0,31.0,80.0,347.0,0.02,13.0,2.83,7.6,,,,0.98,,0.56,,,,,,,1.82,0.15,,0.21,0.05,1
0.6,15.5,2.9,2.7,1.22,0.05,4.7,3.2,0.2,6.6,64.8,16.7,,1.0,11.7,75.3,254.4,296.2,16.0,208.4,16.2,15.1,582.0,58.4,117.3,13.5,47.4,8.3,1.3,5.6,0.75,3.1,0.67,1.7,0.23,0.9,0.21,6.0,1.7,24.1,33.9,10.6,0
1.31,16.84,9.1,11.71,8.15,0.15,0.08,3.31,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1.31,15.4,7.087675999999999,6.92,6.82,0.12,2.37,3.31,0.32,,154.0,225.0,,116.0,,70.0,78.0,584.0,22.7,212.0,27.0,2.02,483.0,42.0,83.2,9.4,35.6,6.55,1.7,5.56,0.8,4.55,0.85,2.43,0.33,2.11,0.31,5.01,1.8,10.7,9.19,2.15,0
0.37,16.15,4.148078,4.54,2.0,0.08,1.81,4.05,0.15,8.8,101.0,36.0,13.5,21.5,,,44.0,517.0,8.0,76.0,3.05,,895.0,12.6,22.0,,11.0,2.0,0.61,2.0,,1.35,,0.7,,0.67,,,,,3.55,,0
1.11,17.02,10.18966,12.24,6.13,0.23,0.75,3.11,0.11,,250.0,333.0,,123.0,,82.0,8.0,194.0,21.0,60.0,3.0,,36.0,,10.0,,,,,,,,,,,,,,,,,,1
0.37,15.75,3.806154,4.31,2.27,0.09,1.46,3.75,0.12,9.2,79.0,63.0,12.0,18.0,,,32.0,432.0,9.8,62.0,3.7,,727.0,11.4,24.0,,13.5,2.3,0.6,2.0,,1.6,,0.8,,0.775,,,,,2.8,,0
1.04,15.5,5.821706,3.56,2.72,0.08,3.5,1.63,0.34,,134.0,34.0,29.0,15.0,11.0,101.0,148.0,355.0,36.0,205.0,21.0,,752.0,,,,,,,,,,,,,,,,,25.0,,,0
0.36,9.63,9.71,8.5,16.3,0.19,0.16,1.27,0.04,44.0,225.0,1294.0,,341.0,,,3.0,68.0,10.0,20.0,0.0,,41.0,1.51,3.34,0.55,2.72,0.89,0.36,1.27,,1.62,,1.1,,1.14,,,,,,,1
0.31,10.94,10.0,9.24,12.14,0.19,0.48,1.48,0.05,51.0,259.0,762.0,,153.0,,,7.0,172.0,8.0,20.0,,,113.0,3.25,6.53,0.82,3.7,1.05,0.39,1.29,,1.6,,1.01,,0.95,,0.55,0.0,,0.53,,1
0.54,15.9,4.0940900000000005,4.38,1.63,0.07,2.1,4.2,0.18,6.2,86.0,14.0,14.0,10.0,,,60.0,545.0,9.8,77.0,7.2,,920.0,20.0,38.0,,17.0,3.4,0.92,2.6,,1.8,,0.9,,0.75,,,,,7.65,,0
1.19,19.01,10.185994,10.91,4.36,0.17,0.7,2.34,0.18,34.0,391.0,20.0,,20.0,62.0,84.0,11.0,387.0,27.0,72.0,0.0,,79.0,4.0,13.0,,,,,,,,,,,,,,,0.0,,,1
